gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0038989	0	1	0	19	0	0	1	136	147
FBgn0014949	0	0	0	0	0	0	0	0	0
FBgn0051158	249	858	49	36	1650	379	2311	1246	367
FBgn0051156	1	19	0	93	754	3	2	5	568
FBgn0038993	0	0	0	0	0	0	0	0	0
FBgn0051159	0	67	0	0	0	1	0	41	62
FBgn0051161	0	0	0	0	2	1	0	9	0
FBgn0263863	684	281	0	67	69	47	294	110	213
FBgn0020278	1269	634	523	246	430	9	30	36	39
FBgn0263452	0	0	0	0	0	0	0	0	1
FBgn0263451	0	0	0	0	0	0	0	0	0
FBgn0266418	954	665	345	287	1662	178	1229	412	1252
FBgn0046114	798	463	187	1	1	21	101	15	23
FBgn0039002	0	0	0	1	0	0	0	0	0
FBgn0039003	0	5	0	159	0	0	0	0	0
FBgn0039004	3	1081	171	149	872	3	2	264	300
FBgn0263986	0	0	0	0	1	0	0	0	0
FBgn0039006	0	202	395	25	2	0	0	0	1
FBgn0039007	0	0	0	0	0	8	47	0	0
FBgn0039008	0	0	0	0	263	0	0	0	64
FBgn0039009	4	1	0	0	704	0	0	1	93
FBgn0039010	0	0	0	0	110	0	0	0	1
FBgn0051151	35	81	77	65	894	91	530	908	378
FBgn0024958	0	315	805	0	686	64	400	192	386
FBgn0267208	0	0	0	0	0	0	0	0	2
FBgn0039013	359	55	0	60	5	70	392	128	114
FBgn0266409	466	1763	529	42	616	49	293	458	460
FBgn0039015	0	0	1	0	1	0	0	1	0
FBgn0039016	104	0	6	10	0	0	0	427	5
FBgn0039017	1	32	133	0	0	28	234	0	0
FBgn0263143	0	0	146	0	0	0	0	0	1
FBgn0039019	1	1	0	0	362	71	382	108	204
FBgn0039020	0	1	8	35	0	0	0	2	38
FBgn0051139	0	0	0	0	0	0	0	0	73
FBgn0086253	477	0	194	64	340	21	230	0	229
FBgn0039025	323	0	1	51	0	31	186	227	19
FBgn0039026	1334	5146	2062	274	3263	240	1518	1126	3605
FBgn0039022	0	0	0	0	0	0	0	0	0
FBgn0039023	0	0	0	0	0	0	0	0	0
FBgn0039024	0	9	0	113	0	1	0	4	6
FBgn0040588	0	0	0	0	0	0	0	1	0
FBgn0262537	0	0	1	0	0	0	0	0	0
FBgn0262538	0	0	0	0	0	0	0	0	0
FBgn0262539	0	0	0	0	0	0	0	0	0
FBgn0262540	0	0	0	0	0	0	0	0	3
FBgn0262541	0	0	0	0	0	0	0	0	4
FBgn0263513	0	0	0	0	0	0	0	0	0
FBgn0263663	140	250	0	0	254	0	0	1	247
FBgn0039027	1	0	17	0	0	0	0	0	0
FBgn0039028	0	0	0	10	0	0	0	0	1
FBgn0265450	149	769	1	0	0	11	72	36	0
FBgn0039029	0	0	0	0	0	0	0	41	0
FBgn0264428	0	0	0	0	0	0	0	1	0
FBgn0017590	21	514	417	55	1853	42	333	415	620
FBgn0039030	32	28	37	2	0	2	2	3	32
FBgn0267757	0	0	0	1	0	0	0	0	0
FBgn0263664	0	0	0	0	0	0	0	0	1
FBgn0051281	1	2	0	0	0	1	0	0	0
FBgn0039031	0	0	0	0	1	1	0	0	0
FBgn0263390	0	25	0	0	0	0	0	0	0
FBgn0039033	0	1	0	0	0	0	0	0	0
FBgn0039034	0	0	0	0	0	0	0	0	0
FBgn0263408	0	0	0	0	0	1	0	0	0
FBgn0085404	3	1	0	0	2	0	0	0	0
FBgn0265156	0	0	0	0	0	0	0	0	0
FBgn0039038	0	0	0	0	0	0	0	0	0
FBgn0039039	0	0	0	4	349	0	1	1	87
FBgn0039040	0	0	1	0	0	0	0	0	0
FBgn0265157	1	0	0	0	0	0	1	0	0
FBgn0039041	0	0	0	0	0	0	0	0	0
FBgn0039042	0	0	0	0	0	0	0	0	0
FBgn0039043	0	772	5	9	0	0	0	0	212
FBgn0039044	416	0	0	0	6	0	1	1	241
FBgn0041225	0	0	0	0	0	0	0	0	0
FBgn0267758	0	1	0	2	0	0	0	0	0
FBgn0039045	0	0	0	0	0	0	0	0	0
FBgn0053193	0	20	1	0	0	17	123	93	2
FBgn0027526	235	23	621	30	212	35	250	78	0
FBgn0039048	0	0	0	0	0	8	175	0	144
FBgn0039054	20	34	1414	23	4846	604	2864	2099	3740
FBgn0039050	0	0	0	0	0	0	0	0	0
FBgn0039049	10	0	0	0	0	0	0	0	0
FBgn0039051	0	0	0	16	0	0	1	0	0
FBgn0039052	0	0	0	0	0	0	0	0	0
FBgn0039053	0	0	0	0	0	0	0	0	0
FBgn0039055	15	4	9	70	1	132	1006	111	456
FBgn0039056	11	1	1	23	739	34	198	504	1492
FBgn0051365	1	2	1	54	1162	1	0	91	239
FBgn0051457	38	0	1	7	25	24	117	2	187
FBgn0004644	0	0	0	12	0	0	0	10	145
FBgn0004395	6	1671	300	115	6093	484	3217	2300	2770
FBgn0039058	0	7	0	28	0	0	0	0	16
FBgn0039059	0	0	0	0	0	0	0	0	0
FBgn0265042	0	0	0	2	0	0	2	0	0
FBgn0284226	0	0	0	0	0	0	0	0	0
FBgn0262975	984	264	487	123	665	66	522	153	407
FBgn0011596	0	2	39	6	324	41	273	231	16
FBgn0039064	38	505	845	6	3274	219	1213	987	2724
FBgn0039065	455	75	0	0	260	22	152	180	221
FBgn0039066	62	24	64	1	2	7	50	20	407
FBgn0039067	0	734	48	0	0	0	0	306	28
FBgn0039068	186	0	281	0	219	0	1	0	0
FBgn0004882	2	3	0	0	23	161	823	1317	512
FBgn0025781	210	0	0	49	3	1	0	259	403
FBgn0039069	0	150	0	0	0	0	0	3	28
FBgn0039070	0	0	0	0	0	0	0	0	0
FBgn0039071	0	0	0	0	0	0	0	0	0
FBgn0003118	401	520	286	181	58	8	66	226	633
FBgn0267759	0	0	0	0	0	0	0	0	0
FBgn0264326	0	10	0	4	1078	2	5	179	3
FBgn0016119	1131	1803	1073	105	1458	100	761	455	815
FBgn0024509	913	1488	721	54	983	176	1160	699	656
FBgn0002622	5111	3989	2940	266	4219	292	2336	1772	2464
FBgn0039073	323	2284	2	38	0	0	0	0	0
FBgn0265381	1	0	0	0	0	0	0	0	0
FBgn0262009	0	0	27	0	0	0	0	0	26
FBgn0262010	0	63	0	0	0	0	0	0	69
FBgn0039075	60	3	1	101	2883	88	994	301	373
FBgn0051515	0	0	0	0	0	0	0	0	0
FBgn0263217	0	0	0	0	0	0	0	0	0
FBgn0265382	0	0	0	0	0	0	1	0	0
FBgn0039077	0	0	0	0	0	0	0	0	0
FBgn0259193	0	0	0	0	1	0	0	0	0
FBgn0259194	0	0	0	0	0	0	0	0	0
FBgn0039078	0	1	0	14	2	0	0	1	10
FBgn0263777	0	0	0	0	0	0	0	0	0
FBgn0051225	0	0	0	0	0	0	0	65	0
FBgn0039079	0	0	0	0	0	0	0	42	0
FBgn0265383	0	0	0	0	0	0	0	11	0
FBgn0039080	0	0	0	0	0	0	0	0	0
FBgn0085318	0	0	0	0	0	0	0	0	0
FBgn0039081	0	0	489	44	0	0	0	4	2
FBgn0039083	0	0	0	0	0	0	0	0	0
FBgn0039084	8	0	0	0	4	0	2	69	5
FBgn0039085	0	0	0	0	0	0	0	2	0
FBgn0039086	0	0	0	36	0	0	0	0	0
FBgn0039087	0	0	0	0	0	0	0	0	0
FBgn0039088	0	0	0	0	0	0	0	0	0
FBgn0039089	2	1	0	21	810	51	326	122	93
FBgn0039091	0	1	0	0	384	0	0	1	54
FBgn0053337	0	1	0	0	453	1	2	5	1
FBgn0039092	0	151	1	0	0	23	172	0	217
FBgn0039093	0	0	0	0	0	0	0	1	9
FBgn0051143	0	0	0	0	0	0	0	0	0
FBgn0039094	14	85	67	23	0	37	217	0	1
FBgn0051145	459	157	106	43	732	25	184	329	475
FBgn0039098	0	0	3	0	0	0	0	0	0
FBgn0039099	138	0	56	23	1	0	0	0	0
FBgn0040227	1676	2190	921	25	2857	127	945	776	1248
FBgn0039101	38	0	0	0	2	25	179	0	0
FBgn0042106	0	0	0	0	0	14	135	0	2
FBgn0039102	0	0	0	0	0	0	0	0	0
FBgn0027512	447	168	375	18	1128	4	28	580	1476
FBgn0264504	0	0	0	0	0	0	0	0	0
FBgn0039104	0	0	19	0	1	0	0	2	0
FBgn0043005	0	0	25	0	0	37	463	214	677
FBgn0047351	0	0	0	0	0	0	0	0	0
FBgn0051148	0	0	0	0	0	0	0	0	0
FBgn0051413	0	0	0	0	0	0	0	0	0
FBgn0051414	0	1	1	49	0	0	0	1	0
FBgn0264844	0	0	0	0	0	0	0	0	0
FBgn0039106	0	0	0	0	0	0	0	0	0
FBgn0039107	0	0	0	0	1	0	0	0	0
FBgn0002922	0	0	0	0	1	0	0	0	0
FBgn0039108	52	0	0	0	1	2	0	0	0
FBgn0039109	516	1318	1385	39	524	0	3	0	4
FBgn0065098	58	111	0	21	28	4	50	0	0
FBgn0028691	1947	2326	1781	218	907	88	1459	498	1471
FBgn0263782	0	0	14	7	1116	0	0	62	36
FBgn0267760	0	0	0	0	169	0	0	0	0
FBgn0039110	0	11	660	88	442	144	758	387	383
FBgn0028684	1932	3729	1821	225	997	126	1092	720	612
FBgn0028475	572	2	778	135	0	0	0	370	0
FBgn0039111	307	101	161	0	179	1	0	56	174
FBgn0039112	64	607	646	22	1006	55	526	226	672
FBgn0039113	27	0	311	144	5	96	574	12	3
FBgn0039114	0	237	0	43	1	0	0	0	0
FBgn0039115	0	1	119	6	15	2	0	52	3
FBgn0039116	0	1	103	7	434	11	94	31	194
FBgn0039117	335	271	9	0	937	16	119	145	628
FBgn0039118	88	123	383	0	0	14	139	0	4
FBgn0039120	1193	1190	1165	106	497	195	1129	566	831
FBgn0015513	2289	222	814	137	1440	80	385	497	1
FBgn0053111	345	1847	0	14	203	117	667	88	229
FBgn0085384	857	34	4	64	704	36	194	113	734
FBgn0260634	728	1256	634	175	1704	263	1670	925	524
FBgn0262974	0	1	0	0	0	0	0	0	0
FBgn0004187	0	0	0	0	0	0	0	0	0
FBgn0004186	0	0	0	0	0	0	0	0	0
FBgn0004185	0	1	0	0	0	0	0	0	0
FBgn0025574	1084	1380	665	276	778	83	563	953	1364
FBgn0013347	0	281	219	12	487	52	558	543	273
FBgn0039124	0	1	0	0	2	2	2	1	2
FBgn0016754	272	90	458	87	1964	80	509	507	826
FBgn0051141	0	0	0	0	0	0	1	0	0
FBgn0039125	189	3	590	80	958	88	411	228	141
FBgn0039126	0	245	219	1	80	0	0	1	425
FBgn0264741	0	0	0	0	0	0	0	0	0
FBgn0264740	0	0	0	0	0	0	0	0	0
FBgn0047114	55	233	2	8	250	1	0	56	61
FBgn0015282	2013	1586	865	327	558	70	369	237	798
FBgn0039128	0	1	2	0	316	9	127	0	0
FBgn0039129	0	0	0	0	0	0	1	0	0
FBgn0039130	584	835	201	40	151	0	0	0	0
FBgn0001098	1879	3026	1664	137	3246	202	1321	1367	2234
FBgn0039131	4	0	1	1	0	0	0	0	0
FBgn0005674	10	136	87	72	1	171	1313	137	1119
FBgn0267761	0	0	0	1	0	0	0	0	0
FBgn0039132	354	246	315	217	1509	53	349	520	485
FBgn0051140	87	513	416	34	5303	377	2770	2179	3663
FBgn0283548	1	0	0	0	15	0	2	3	1
FBgn0051451	130	85	219	31	4161	310	2302	1523	2988
FBgn0039135	152	271	86	80	77	23	157	284	321
FBgn0039136	23	896	669	125	1287	228	1723	467	703
FBgn0039137	1	1	1	47	22	0	1	136	171
FBgn0015795	1594	4453	3151	452	1443	100	733	637	954
FBgn0053108	0	123	92	15	0	11	109	5	40
FBgn0051184	11	59	353	61	202	6	48	84	150
FBgn0020647	507	264	205	176	1580	13	68	515	692
FBgn0039139	83	2	2	71	218	45	200	80	135
FBgn0039140	3	1	1789	11	855	37	271	184	614
FBgn0039141	66	606	9	19	3168	71	679	700	1020
FBgn0005649	523	1085	544	90	941	125	1062	365	433
FBgn0043455	343	282	105	10	194	40	176	96	211
FBgn0264325	2	1242	381	27	858	23	208	72	0
FBgn0026576	2414	2093	850	298	1026	0	5	89	30
FBgn0264906	0	0	0	0	0	0	0	0	0
FBgn0039145	25	172	29	4	0	1	16	0	20
FBgn0001230	237	478	400	208	10276	714	6113	3742	6109
FBgn0040283	7	1171	28	35	917	158	927	595	1021
FBgn0053100	409	405	636	39	3016	256	1279	1331	3498
FBgn0013343	1073	401	1902	255	6254	586	2804	2288	5659
FBgn0039147	0	0	0	0	2	0	0	0	0
FBgn0039149	31	166	61	4	66	24	294	65	148
FBgn0039150	61	481	30	0	542	2	14	12	467
FBgn0053536	0	0	0	0	0	0	0	0	0
FBgn0039152	0	1	66	0	0	7	80	0	0
FBgn0039151	0	0	0	0	1	0	0	0	0
FBgn0039153	1	0	263	50	496	35	362	136	0
FBgn0026317	618	1	2	0	392	4	0	312	308
FBgn0266673	77	11	377	34	960	57	386	225	419
FBgn0039154	0	0	0	0	113	2	0	0	0
FBgn0039155	1096	527	620	0	234	0	0	0	0
FBgn0051133	608	239	110	0	143	79	621	187	136
FBgn0267339	0	0	0	6	91	0	0	0	0
FBgn0015765	398	1776	595	35	6	9	72	6	12
FBgn0039156	185	834	2	90	0	63	580	1	1
FBgn0039157	6	0	1	49	1931	125	758	37	992
FBgn0039158	0	0	0	0	226	0	16	174	521
FBgn0039159	57	0	0	0	152	3	51	91	86
FBgn0026598	2	4	111	3	82	0	0	10	108
FBgn0039160	132	36	428	36	1	8	135	43	239
FBgn0039161	0	1	0	6	0	0	0	0	50
FBgn0029503	240	268	372	59	521	10	255	3	573
FBgn0039163	814	265	65	41	306	47	496	173	540
FBgn0266282	12	198	1	0	49	136	801	70	528
FBgn0039165	29	0	1	1	0	1	7	0	0
FBgn0011725	304	307	824	14	185	257	1765	608	1049
FBgn0039167	4	2	21	0	1	0	0	4	1
FBgn0026257	0	0	177	17	104	38	125	89	0
FBgn0039169	22	69	0	0	463	71	606	74	2
FBgn0039170	0	0	9	0	0	1	0	4	15
FBgn0039172	415	551	755	51	905	43	299	197	298
FBgn0002863	0	0	0	0	0	0	0	0	0
FBgn0266744	5	73	0	0	0	18	71	9	1
FBgn0043884	1012	1968	1630	284	2832	421	2808	753	2318
FBgn0264901	0	1	0	0	0	6	40	1	0
FBgn0261452	0	0	0	0	0	0	0	0	0
FBgn0039175	620	182	568	2	765	73	499	403	168
FBgn0011225	1940	451	43	182	2223	229	1686	23	484
FBgn0051130	0	0	0	0	0	0	0	0	0
FBgn0086365	5552	1443	2540	388	599	63	596	126	533
FBgn0019952	571	2146	807	100	0	51	360	2	306
FBgn0039177	0	0	0	0	0	0	0	0	0
FBgn0267222	0	0	0	0	0	0	0	0	0
FBgn0039178	400	268	368	18	8	1	0	18	0
FBgn0085319	0	0	0	0	0	0	0	95	0
FBgn0263398	80	627	841	92	1133	14	76	209	1054
FBgn0039180	0	1	0	0	0	0	0	0	0
FBgn0259685	63	0	54	0	4	3	29	9	0
FBgn0028471	157	306	168	22	2975	78	527	511	845
FBgn0267762	0	0	0	0	10	0	15	33	1
FBgn0011785	16	4	4	3	933	153	872	577	2168
FBgn0039182	1	1	376	3	0	12	121	170	383
FBgn0039183	1519	671	0	25	54	152	937	410	5
FBgn0039184	8	6	4	1	1	0	0	113	0
FBgn0262457	0	0	0	0	0	0	0	0	0
FBgn0011581	137	0	0	0	230	12	88	164	379
FBgn0039186	85	105	167	15	1214	44	249	181	1546
FBgn0039187	68	1	0	42	70	29	311	186	443
FBgn0039188	32	2	593	0	0	0	0	248	311
FBgn0039189	670	695	418	119	720	0	0	146	141
FBgn0039190	0	0	42	0	0	0	0	0	0
FBgn0053339	0	0	0	0	0	0	0	0	0
FBgn0053340	0	0	0	0	0	0	0	0	0
FBgn0039192	0	0	0	0	0	0	0	0	0
FBgn0039193	0	0	0	0	0	0	0	0	0
FBgn0261993	0	0	0	0	1	0	0	0	0
FBgn0261994	0	0	0	0	0	0	0	1	0
FBgn0053341	0	1	0	0	0	0	0	0	0
FBgn0039194	0	0	0	0	0	0	0	0	0
FBgn0039195	0	0	0	0	0	0	0	0	0
FBgn0039196	0	0	0	0	0	0	0	0	0
FBgn0086610	0	0	0	0	1	0	0	0	0
FBgn0039197	0	0	0	0	0	0	0	0	0
FBgn0039198	0	0	0	0	0	0	0	0	0
FBgn0039199	0	0	0	0	0	0	0	0	0
FBgn0039200	0	49	0	0	1	0	0	1	0
FBgn0000036	3	136	10	61	3471	161	823	1365	2090
FBgn0263409	0	0	0	0	0	0	0	0	0
FBgn0267612	0	0	0	0	0	0	0	0	0
FBgn0267209	0	0	0	0	1	0	0	0	0
FBgn0051128	0	0	0	0	0	0	0	0	0
FBgn0000039	5	8	652	81	1199	156	1064	952	2405
FBgn0262389	0	0	5	1	0	2	8	3	10
FBgn0004118	3	2	2	1	4061	224	1538	453	1561
FBgn0039201	0	0	0	0	95	0	0	1	0
FBgn0003134	309	387	1956	175	4158	173	1017	942	2572
FBgn0264791	0	0	0	0	0	0	0	0	0
FBgn0039202	0	0	0	0	1	5	48	2	0
FBgn0039203	0	0	0	0	1	2	33	1	0
FBgn0039204	25	0	240	49	232	0	1	74	98
FBgn0039205	104	138	115	8	0	5	16	36	0
FBgn0262167	260	0	55	10	10	20	288	388	100
FBgn0039207	263	0	782	1	1	0	0	0	1
FBgn0266758	494	1216	530	35	146	11	59	8	597
FBgn0011845	0	0	0	0	0	0	0	0	0
FBgn0004188	0	0	0	0	0	0	0	0	1
FBgn0004189	0	0	3	0	0	0	0	0	0
FBgn0004190	0	0	0	0	0	0	0	0	0
FBgn0039209	817	1536	1052	134	3875	76	392	1210	328
FBgn0267763	0	0	0	0	0	1	3	1	6
FBgn0039210	17	0	2	2	957	4	3	2	0
FBgn0263490	135	12	128	47	2019	106	812	194	76
FBgn0267764	0	0	0	3	92	0	0	0	8
FBgn0039212	0	613	149	24	674	26	177	80	45
FBgn0039213	1184	2240	722	188	2804	229	1474	246	484
FBgn0046685	243	560	1901	203	1	1	0	0	0
FBgn0262858	1	2	32	3	500	29	346	285	251
FBgn0039214	224	18	255	4	1669	34	257	888	350
FBgn0000139	596	1	426	0	486	152	1655	123	474
FBgn0051125	0	2	0	0	0	37	317	132	207
FBgn0039215	39	1	0	0	90	159	828	379	921
FBgn0262431	0	0	0	0	0	0	0	0	0
FBgn0051126	0	236	13	0	162	15	63	1	172
FBgn0020018	5	1	62	21	541	35	270	99	374
FBgn0003429	79	474	470	53	4606	456	2429	1863	2677
FBgn0284232	0	0	0	0	0	0	0	0	0
FBgn0039217	0	0	0	0	0	0	0	9	0
FBgn0039218	196	274	110	5	192	10	139	78	216
FBgn0039219	904	287	146	72	333	41	294	274	417
FBgn0004885	1	5	0	9	948	3	10	217	184
FBgn0086059	0	0	0	0	0	0	0	0	0
FBgn0003719	2	0	2	0	1	0	0	100	29
FBgn0000140	0	1	0	0	167	0	1	142	305
FBgn0015591	0	227	115	0	1492	195	944	873	1764
FBgn0267210	0	0	0	0	0	0	0	0	2
FBgn0040600	243	35	28	0	0	0	0	0	0
FBgn0259233	0	0	14	0	0	0	3	0	7
FBgn0039223	267	486	75	0	738	79	455	349	359
FBgn0039225	0	0	0	0	0	0	0	0	192
FBgn0039224	0	0	35	27	0	0	0	0	260
FBgn0039226	0	291	450	1	1	0	0	3	31
FBgn0039227	1	0	94	17	200	115	645	40	162
FBgn0027539	2	2	3	40	962	94	596	622	993
FBgn0039228	0	0	0	0	0	0	0	0	3
FBgn0083986	60	240	0	3	162	4	49	26	38
FBgn0027617	18	1	0	0	1	0	0	0	21
FBgn0267765	0	0	0	0	0	0	0	0	0
FBgn0039229	299	49	578	41	1344	104	489	1190	810
FBgn0045980	0	0	0	0	1	0	0	0	0
FBgn0262722	0	0	0	0	0	0	0	22	0
FBgn0051118	0	10	96	5	1367	68	423	402	770
FBgn0051357	395	3	503	21	323	5	34	13	651
FBgn0262962	9	98	19	2	0	0	0	0	74
FBgn0039232	0	0	1	0	38	9	12	224	348
FBgn0266743	0	0	0	0	0	0	0	0	0
FBgn0053658	0	0	0	0	0	0	0	0	0
FBgn0013953	0	5	0	0	0	0	1	1	0
FBgn0039233	74	618	7	1	318	11	123	65	204
FBgn0039234	651	1870	425	342	2540	83	721	504	665
FBgn0051119	0	477	0	0	340	1	0	0	0
FBgn0039235	0	0	0	0	1	0	0	0	0
FBgn0051105	0	0	0	0	0	0	0	0	0
FBgn0265266	0	0	0	0	0	0	0	0	0
FBgn0039237	0	0	0	0	0	0	0	0	0
FBgn0039238	0	0	0	0	0	0	0	0	0
FBgn0039239	0	0	0	0	0	0	0	0	0
FBgn0013949	307	0	143	0	0	0	0	0	0
FBgn0015625	3	0	402	0	659	167	1455	409	530
FBgn0039240	31	121	836	118	93	12	142	224	1072
FBgn0039241	454	974	260	1	2	27	293	0	0
FBgn0043799	212	0	189	0	8	0	0	0	0
FBgn0051121	0	32	11	0	38	0	0	3	0
FBgn0039244	0	1	0	0	1	0	0	1	0
FBgn0040601	0	1	77	0	0	6	32	1	0
FBgn0039246	0	0	0	0	0	0	0	0	0
FBgn0265253	0	0	0	0	0	0	0	0	0
FBgn0265190	36	0	5	0	1	21	193	198	298
FBgn0051382	0	0	0	0	0	0	0	0	0
FBgn0051416	0	0	0	0	0	0	0	0	1
FBgn0265189	1	0	1	0	0	23	173	2	128
FBgn0039249	133	3	539	38	2	1	1	350	1
FBgn0039250	152	1	0	0	34	30	169	57	550
FBgn0267766	0	0	0	0	0	0	0	0	0
FBgn0039251	0	0	0	0	1	0	0	0	0
FBgn0039252	0	3	1	10	1191	0	4	26	2
FBgn0020626	0	1	71	0	125	0	0	65	335
FBgn0029157	16	0	80	8	261	2	25	10	324
FBgn0039254	15	1	41	0	20	0	2	0	213
FBgn0285912	0	0	0	0	0	0	0	0	0
FBgn0039257	3	45	9	111	1186	180	1301	500	322
FBgn0039258	187	168	190	48	397	35	266	2	404
FBgn0039259	322	444	371	20	415	48	356	153	97
FBgn0015240	0	0	174	10	4	68	444	49	4
FBgn0039260	1	2	472	90	5	155	1083	435	566
FBgn0039261	128	53	375	153	1973	229	1234	187	415
FBgn0051115	0	8	32	2	0	0	0	0	2
FBgn0045866	1687	1022	689	134	458	33	252	236	259
FBgn0259178	82	709	1	0	515	104	662	467	634
FBgn0039264	0	0	0	0	0	0	0	0	0
FBgn0039265	788	669	503	59	484	13	87	140	296
FBgn0039266	1185	1076	752	14	111	38	283	218	236
FBgn0051109	40	1	0	0	0	27	132	13	351
FBgn0051111	0	758	1	4	0	13	90	14	336
FBgn0266719	0	1	0	2	0	0	0	52	1
FBgn0039269	2	134	506	40	1072	132	813	252	829
FBgn0039270	0	0	125	16	0	23	162	1	0
FBgn0011336	6960	2147	4044	289	6663	297	1880	648	3723
FBgn0039271	0	0	0	0	9	0	12	0	0
FBgn0039272	0	0	0	0	341	0	1	1	0
FBgn0039273	0	0	435	0	28	16	129	8	87
FBgn0039274	0	5	153	97	0	0	0	6	270
FBgn0004897	0	0	0	0	1	0	0	42	10
FBgn0004898	0	0	1	0	24	0	0	51	0
FBgn0053096	2	0	0	0	4	0	0	1	0
FBgn0053095	0	0	0	0	0	0	0	0	0
FBgn0266534	1	0	0	0	4	0	0	0	0
FBgn0054027	0	0	0	0	0	0	0	1	0
FBgn0039277	1	0	0	0	146	1	0	319	489
FBgn0051108	222	848	374	12	2481	146	845	495	332
FBgn0051510	173	128	62	14	1579	58	304	318	819
FBgn0046214	1638	794	673	115	1994	291	1809	505	1903
FBgn0039280	0	0	0	0	0	0	0	0	0
FBgn0260229	0	0	0	0	0	0	0	0	0
FBgn0259152	2	294	600	0	786	75	361	2	181
FBgn0039282	0	2	32	0	1898	130	836	668	2176
FBgn0267767	0	0	0	0	0	0	0	0	0
FBgn0039283	0	10	0	0	30	37	287	28	44
FBgn0083946	0	0	0	0	0	0	0	0	42
FBgn0039286	0	1	0	0	0	0	0	41	7
FBgn0039288	0	0	0	0	0	0	0	0	0
FBgn0022800	0	57	0	4	203	2	22	1	0
FBgn0039290	24	1	0	0	669	44	368	6	4
FBgn0039291	297	207	152	4	123	0	0	0	0
FBgn0051106	0	36	0	0	0	0	0	0	0
FBgn0051103	0	0	0	0	0	0	0	0	0
FBgn0039293	1496	1301	22	89	242	112	770	187	34
FBgn0039294	0	0	0	0	0	0	1	2	0
FBgn0039296	466	581	0	3	0	2	6	316	0
FBgn0039297	0	0	0	0	0	0	0	0	0
FBgn0039298	0	0	0	0	0	0	0	0	0
FBgn0039299	0	0	0	0	1	0	1	1	0
FBgn0000158	0	1	0	0	153	51	360	16	590
FBgn0039300	4844	2450	2001	261	2167	178	1334	1038	1791
FBgn0039301	207	0	158	1	445	13	157	128	139
FBgn0039302	182	1273	1281	167	1266	155	1142	441	2169
FBgn0039303	863	2860	984	64	1127	199	891	143	468
FBgn0039304	310	0	178	34	437	4	18	109	21
FBgn0267768	0	0	0	0	0	0	0	0	0
FBgn0039305	95	162	76	2	44	18	213	34	221
FBgn0027090	784	764	787	44	1	45	372	749	600
FBgn0039306	5	2	0	9	13	0	1	44	169
FBgn0266741	0	0	0	0	0	0	0	0	0
FBgn0263002	0	0	0	0	0	0	0	0	0
FBgn0039307	0	0	0	0	0	0	0	0	0
FBgn0039309	0	0	0	0	0	0	0	0	0
FBgn0039308	0	0	0	0	0	0	0	0	0
FBgn0039310	0	0	0	0	0	0	7	0	0
FBgn0039311	0	0	0	0	0	2	63	0	0
FBgn0039312	0	0	0	20	0	0	0	0	0
FBgn0039313	0	0	0	0	0	0	0	0	0
FBgn0051300	0	0	0	0	0	4	28	0	0
FBgn0051104	0	0	0	0	0	0	9	1	0
FBgn0039315	0	0	0	0	0	0	0	0	0
FBgn0039316	0	0	0	0	0	0	0	0	0
FBgn0051098	4	424	341	81	1	1	0	130	433
FBgn0051102	0	0	0	0	0	0	0	30	0
FBgn0051097	0	0	1	0	0	0	0	23	0
FBgn0051288	0	0	0	0	0	0	0	19	0
FBgn0039319	0	0	30	0	0	0	0	26	0
FBgn0051370	0	0	0	0	0	24	245	25	0
FBgn0051436	0	329	10	0	0	0	0	17	0
FBgn0039321	77	24	93	19	1	0	0	5	0
FBgn0051099	0	0	0	0	0	0	0	0	0
FBgn0051087	0	0	0	0	0	0	0	0	0
FBgn0039323	0	0	0	0	0	0	0	0	0
FBgn0039324	0	0	0	0	0	0	0	0	0
FBgn0039325	0	0	0	0	0	0	0	0	0
FBgn0039326	0	0	0	0	0	0	0	0	0
FBgn0045761	955	1316	1415	100	85	0	0	31	0
FBgn0039328	286	0	45	0	1	0	0	1	0
FBgn0039329	1	1149	332	137	1	1	3	328	0
FBgn0028647	961	557	1	0	556	67	378	76	1
FBgn0027376	1	0	0	0	0	2	22	4	0
FBgn0261575	0	0	0	0	0	0	14	4	0
FBgn0004509	401	112	10	32	2024	139	966	614	1277
FBgn0039331	0	0	0	0	0	0	0	0	0
FBgn0039332	7066	821	1295	548	1	1	0	82	123
FBgn0051437	0	0	0	0	0	0	0	0	0
FBgn0051439	0	414	0	0	0	0	0	0	195
FBgn0039335	0	1	6	17	0	0	0	0	1
FBgn0039336	1	297	1	0	1	0	1	1	0
FBgn0039337	3	0	9	4	0	0	0	0	0
FBgn0039338	2484	202	382	68	2199	218	1290	1377	1767
FBgn0039339	13	0	2	1	11	1	0	0	14
FBgn0259991	0	0	0	0	0	0	0	0	0
FBgn0040212	91	1	4	58	256	35	197	7	4
FBgn0265068	0	0	6	4	0	0	0	0	0
FBgn0039341	0	0	0	0	0	0	0	0	0
FBgn0053494	595	199	86	104	5	0	0	2	1
FBgn0266253	0	0	0	0	0	5	23	0	0
FBgn0263410	0	0	0	0	0	0	0	0	0
FBgn0263411	0	0	0	0	0	0	0	0	14
FBgn0267211	24	1	2	0	2	3	0	2	239
FBgn0039342	0	9	0	0	0	0	0	0	7
FBgn0039343	0	0	0	0	1	4	49	7	191
